student_id,age,gender,study_hours_per_week,preferred_learning_style,online_courses_completed,participation_in_discussions,assignment_completion_rate,exam_score,attendance_rate,use_of_educational_tech,self_reported_stress_level,time_spent_on_social_media,sleep_hours_per_night,final_grade,cgpa,mastery_score
S07476,22,Female,11,Auditory,15,No,29.4,67.2,50,Yes,Medium,11,9,A,4,96.6
S07477,27,Male,42,Reading/Writing,0,Yes,21.6,28,98,Yes,Medium,29,5,D,1,49.6
S07478,23,Female,14,Kinesthetic,2,Yes,21.9,39.2,83,Yes,Medium,30,7,C,2,61.1
S07479,19,Female,24,Kinesthetic,2,Yes,21.6,46.2,98,No,Medium,10,7,C,2,67.8
S07480,26,Other,33,Auditory,14,No,16.8,53.2,53,Yes,High,23,5,B,3,70
S07481,19,Male,28,Reading/Writing,9,Yes,22.8,39.2,92,Yes,Medium,11,5,C,2,62
S07482,29,Female,49,Reading/Writing,0,No,21.9,46.9,76,Yes,Medium,30,5,C,2,68.8
S07483,24,Male,47,Auditory,13,Yes,27.3,63.7,75,Yes,High,11,7,A,4,91
S07484,25,Female,47,Kinesthetic,17,No,19.5,45.5,77,No,Low,22,9,C,2,65
S07485,18,Male,18,Auditory,3,No,15.6,45.5,73,Yes,Medium,2,9,C,2,61.1
S07486,22,Male,20,Visual,6,No,24.3,67.2,54,No,Low,8,5,A,4,91.5
S07487,18,Female,29,Kinesthetic,14,Yes,19.8,38.5,72,Yes,Medium,5,10,C,2,58.3
S07488,23,Female,13,Auditory,7,No,23.4,48.3,63,Yes,Medium,27,4,C,2,71.7
S07489,28,Female,33,Reading/Writing,15,No,16.8,46.9,50,Yes,Medium,10,5,C,2,63.7
S07490,29,Female,42,Visual,0,No,18,32.9,92,Yes,Low,18,6,D,1,50.9
S07491,27,Female,41,Auditory,17,No,23.4,63.7,51,Yes,High,0,9,A,4,87.1
S07492,19,Male,30,Kinesthetic,9,No,29.7,39.9,58,Yes,Medium,30,9,C,2,69.6
S07493,27,Female,11,Auditory,16,No,15.3,53.2,64,Yes,High,26,5,B,3,68.5
S07494,21,Male,27,Visual,1,No,22.5,55.3,90,No,Medium,0,7,B,3,77.8
S07495,27,Female,32,Visual,4,No,28.2,39.9,92,Yes,Medium,0,10,C,2,68.1
S07496,26,Male,6,Auditory,20,Yes,17.1,40.6,60,No,Medium,26,8,C,2,57.7
S07497,20,Male,26,Kinesthetic,16,No,29.7,60.2,97,Yes,Medium,3,4,A,4,89.9
S07498,23,Female,32,Visual,2,No,18.3,70,60,Yes,Medium,30,5,A,4,88.3
S07499,18,Male,32,Kinesthetic,5,No,29.4,67.2,54,Yes,High,9,5,A,4,96.6
S07500,19,Male,8,Visual,18,No,18.6,30.8,56,Yes,Medium,30,4,D,1,49.4
S07501,20,Female,36,Visual,9,No,24,44.8,55,Yes,Medium,26,5,C,2,68.8
S07502,22,Female,29,Kinesthetic,1,Yes,22.5,67.9,76,No,Medium,22,5,A,4,90.4
S07503,18,Female,45,Kinesthetic,0,Yes,16.8,60.9,61,No,Low,8,9,A,4,77.7
S07504,25,Female,23,Reading/Writing,11,Yes,25.2,44.1,94,Yes,Medium,24,5,C,2,69.3
S07505,26,Male,23,Kinesthetic,0,Yes,23.1,51.1,95,Yes,High,6,7,B,3,74.2
S07506,23,Male,6,Auditory,14,Yes,15.6,53.2,79,No,Low,14,5,B,3,68.8
S07507,29,Other,25,Reading/Writing,17,No,17.4,67.2,52,Yes,High,2,6,A,4,84.6
S07508,20,Female,40,Auditory,6,Yes,28.5,28,99,Yes,Medium,22,9,D,1,56.5
S07509,25,Male,25,Visual,1,Yes,22.8,67.2,81,No,Low,10,8,A,4,90
S07510,21,Female,6,Auditory,1,No,30,36.4,62,Yes,Low,4,4,D,1,66.4
S07511,29,Female,38,Auditory,0,No,24.6,39.2,64,Yes,Medium,25,9,C,2,63.8
S07512,26,Male,41,Reading/Writing,3,Yes,27.9,63.7,68,No,Low,3,7,A,4,91.6
S07513,27,Female,27,Kinesthetic,1,Yes,16.5,35.7,62,Yes,Low,14,7,D,1,52.2
S07514,19,Male,38,Visual,8,No,16.8,46.2,83,Yes,Low,5,10,C,2,63
S07515,19,Female,12,Visual,12,No,27.6,37.8,90,Yes,High,22,8,D,1,65.4
S07516,22,Male,12,Reading/Writing,7,Yes,16.8,32.9,70,Yes,Medium,7,6,D,1,49.7
S07517,29,Male,42,Auditory,0,Yes,27.6,39.9,53,No,Low,6,7,C,2,67.5
S07518,28,Male,44,Visual,0,Yes,30,32.2,50,No,Medium,23,6,D,1,62.2
S07519,25,Male,20,Visual,3,Yes,20.1,31.5,78,No,Medium,25,7,D,1,51.6
S07520,29,Female,27,Auditory,19,No,24,31.5,57,Yes,Medium,23,7,D,1,55.5
S07521,20,Female,49,Visual,0,Yes,22.2,65.8,75,Yes,Medium,6,10,A,4,88
S07522,29,Female,46,Reading/Writing,18,No,26.1,35.7,72,Yes,High,10,6,D,1,61.8
S07523,18,Male,49,Visual,3,No,18,51.8,55,Yes,Medium,15,10,B,3,69.8
S07524,24,Male,25,Visual,13,No,26.4,68.6,67,Yes,Medium,20,7,A,4,95
S07525,28,Female,18,Auditory,9,No,25.8,70,50,Yes,Medium,23,5,A,4,95.8
S07526,20,Male,28,Auditory,2,Yes,30,44.8,64,Yes,Low,21,4,C,2,74.8
S07527,28,Female,11,Visual,3,Yes,18,60.2,71,No,Medium,10,8,A,4,78.2
S07528,20,Female,18,Visual,12,No,25.5,37.1,74,Yes,Medium,7,7,D,1,62.6
S07529,21,Female,26,Reading/Writing,17,No,28.5,65.1,98,Yes,Medium,6,4,A,4,93.6
S07530,19,Female,32,Auditory,18,No,21.6,37.8,100,Yes,Low,17,7,D,1,59.4
S07531,27,Female,38,Kinesthetic,0,No,28.8,34.3,79,Yes,Medium,18,7,D,1,63.1
S07532,29,Female,13,Reading/Writing,9,No,21.6,30.8,59,Yes,Medium,6,5,D,1,52.4
S07533,22,Male,5,Kinesthetic,12,Yes,16.8,35.7,50,Yes,Medium,0,7,D,1,52.5
S07534,26,Female,6,Visual,4,Yes,24.9,56.7,93,No,Low,17,9,B,3,81.6
S07535,27,Male,38,Kinesthetic,1,No,18.3,49,85,Yes,Medium,18,10,B,3,67.3
S07536,28,Male,17,Auditory,15,Yes,26.1,54.6,77,Yes,Medium,5,6,B,3,80.7
S07537,26,Male,35,Kinesthetic,9,Yes,23.1,56.7,89,Yes,Medium,14,5,B,3,79.8
S07538,24,Other,38,Auditory,20,Yes,24.9,59.5,60,Yes,Low,8,8,A,4,84.4
S07539,23,Female,37,Kinesthetic,5,Yes,22.8,58.1,80,Yes,Medium,5,10,B,3,80.9
S07540,25,Female,9,Visual,2,No,16.2,68.6,82,No,Medium,29,8,A,4,84.8
S07541,28,Male,24,Kinesthetic,15,No,26.4,58.8,80,No,Medium,4,10,B,3,85.2
S07542,23,Male,32,Auditory,11,No,19.2,32.9,66,Yes,Low,7,7,D,1,52.1
S07543,21,Female,7,Kinesthetic,5,Yes,18,53.2,73,Yes,High,18,8,B,3,71.2
S07544,20,Female,25,Reading/Writing,1,No,22.5,57.4,100,Yes,Medium,26,4,B,3,79.9
S07545,27,Female,6,Visual,12,Yes,17.1,31.5,54,No,High,5,5,D,1,48.6
S07546,23,Other,9,Auditory,16,No,18.9,30.1,65,Yes,Medium,27,9,D,1,49
S07547,28,Male,21,Visual,3,Yes,23.1,41.3,99,Yes,Medium,20,4,C,2,64.4
S07548,26,Other,17,Reading/Writing,16,Yes,23.1,59.5,66,No,Medium,25,8,A,4,82.6
S07549,23,Male,41,Visual,2,No,18,53.9,69,Yes,High,21,8,B,3,71.9
S07550,23,Male,15,Visual,16,Yes,16.8,70,69,Yes,Low,20,8,A,4,86.8
S07551,25,Male,6,Auditory,15,Yes,19.8,37.8,53,Yes,Medium,10,9,D,1,57.6
S07552,28,Female,30,Visual,1,Yes,21.6,51.1,85,No,High,0,5,B,3,72.7
S07553,25,Female,16,Visual,13,Yes,29.7,32.2,60,No,Low,15,7,D,1,61.9
S07554,29,Female,38,Visual,12,Yes,24.3,37.8,73,No,Low,6,6,D,1,62.1
S07555,26,Male,35,Reading/Writing,0,Yes,22.8,66.5,57,No,Low,1,10,A,4,89.3
S07556,23,Male,43,Visual,6,Yes,18,42,70,No,Medium,28,4,C,2,60
S07557,21,Male,46,Reading/Writing,16,Yes,26.4,48.3,69,No,Low,13,5,C,2,74.7
S07558,20,Female,43,Visual,0,Yes,23.7,54.6,75,Yes,Low,4,6,B,3,78.3
S07559,28,Female,38,Auditory,20,No,23.7,62.3,54,Yes,Low,6,8,A,4,86
S07560,20,Male,26,Kinesthetic,3,Yes,21.9,28,99,Yes,Medium,17,6,D,1,49.9
S07561,18,Male,22,Visual,16,Yes,30,57.4,87,Yes,Medium,4,5,B,3,87.4
S07562,29,Female,22,Auditory,16,Yes,17.4,46.2,98,Yes,Medium,13,7,C,2,63.6
S07563,18,Female,5,Auditory,7,No,19.8,51.8,63,Yes,Low,19,10,B,3,71.6
S07564,23,Female,10,Kinesthetic,11,Yes,19.8,70,90,Yes,High,13,10,A,4,89.8
S07565,22,Female,44,Kinesthetic,10,Yes,21.6,32.2,87,Yes,Medium,27,8,D,1,53.8
S07566,22,Female,45,Kinesthetic,13,Yes,26.4,52.5,67,Yes,Low,18,6,B,3,78.9
S07567,26,Other,28,Kinesthetic,0,No,17.4,43.4,93,Yes,Low,16,7,C,2,60.8
S07568,25,Male,13,Visual,8,Yes,16.2,60.9,70,Yes,High,9,6,A,4,77.1
S07569,27,Female,24,Kinesthetic,4,Yes,27.3,28,86,Yes,High,19,4,D,1,55.3
S07570,21,Female,8,Auditory,1,No,27,55.3,72,Yes,Medium,7,7,B,3,82.3
S07571,20,Male,18,Reading/Writing,17,Yes,19.8,40.6,57,Yes,Medium,30,4,C,2,60.4
S07572,27,Female,33,Reading/Writing,9,Yes,20.7,44.1,88,No,High,22,5,C,2,64.8
S07573,20,Male,38,Reading/Writing,0,Yes,28.5,60.9,95,Yes,Low,25,7,A,4,89.4
S07574,23,Female,31,Kinesthetic,12,Yes,18.9,47.6,68,No,Low,7,8,C,2,66.5
S07575,20,Male,37,Auditory,12,Yes,29.4,68.6,76,Yes,Low,11,7,A,4,98
S07576,22,Female,29,Reading/Writing,16,No,18,32.9,65,Yes,Low,18,5,D,1,50.9
S07577,22,Female,36,Visual,13,No,18.3,57.4,87,Yes,Medium,25,5,B,3,75.7
S07578,22,Female,26,Reading/Writing,6,No,18,63,92,Yes,Low,3,5,A,4,81
S07579,29,Male,27,Kinesthetic,17,No,17.7,59.5,99,Yes,Medium,1,5,A,4,77.2
S07580,29,Female,12,Kinesthetic,5,No,18.3,51.1,72,Yes,Low,20,10,B,3,69.4
S07581,22,Female,37,Reading/Writing,20,No,22.8,51.1,62,Yes,High,24,10,B,3,73.9
S07582,20,Female,10,Reading/Writing,9,No,21.9,39.9,65,Yes,Medium,12,9,C,2,61.8
S07583,24,Male,8,Kinesthetic,14,No,24.6,42.7,70,No,Medium,15,6,C,2,67.3
S07584,25,Female,41,Visual,16,Yes,24,32.2,71,Yes,Medium,20,10,D,1,56.2
S07585,24,Male,41,Auditory,12,Yes,15,47.6,98,Yes,Low,30,9,C,2,62.6
S07586,20,Female,6,Visual,6,Yes,26.1,61.6,78,No,Low,10,7,A,4,87.7
S07587,18,Female,38,Kinesthetic,13,Yes,18.3,38.5,66,Yes,High,13,9,C,2,56.8
S07588,20,Female,30,Visual,6,Yes,19.8,69.3,63,Yes,Medium,9,7,A,4,89.1
S07589,26,Female,29,Reading/Writing,0,No,18.3,51.8,99,No,Medium,30,8,B,3,70.1
S07590,20,Female,36,Auditory,2,Yes,22.5,32.9,65,Yes,Medium,0,7,D,1,55.4
S07591,25,Male,22,Reading/Writing,7,No,19.5,32.9,77,No,Low,10,5,D,1,52.4
S07592,27,Male,23,Auditory,6,Yes,23.7,39.9,81,Yes,Medium,14,7,C,2,63.6
S07593,22,Male,29,Kinesthetic,12,No,19.5,49.7,78,Yes,Medium,3,6,B,3,69.2
S07594,26,Male,13,Auditory,2,Yes,29.4,69.3,77,Yes,Medium,11,6,A,4,98.7
S07595,20,Female,38,Kinesthetic,5,Yes,24.3,48.3,76,Yes,Medium,28,10,C,2,72.6
S07596,27,Male,42,Auditory,0,No,27,58.1,65,Yes,Low,8,5,B,3,85.1
S07597,29,Male,7,Reading/Writing,10,No,24.6,56.7,90,Yes,Medium,7,6,B,3,81.3
S07598,19,Male,17,Visual,13,Yes,22.2,58.1,93,Yes,Medium,15,8,B,3,80.3
S07599,20,Female,15,Visual,11,No,26.1,30.8,50,No,High,5,4,D,1,56.9
S07600,28,Female,18,Reading/Writing,12,No,23.4,52.5,56,No,Medium,29,7,B,3,75.9
S07601,20,Female,40,Auditory,19,Yes,25.5,63.7,72,Yes,Medium,20,9,A,4,89.2
S07602,26,Male,43,Visual,10,No,23.7,46.9,56,No,Medium,23,5,C,2,70.6
S07603,24,Female,17,Reading/Writing,18,No,25.8,63,87,Yes,High,25,6,A,4,88.8
S07604,20,Male,41,Auditory,20,Yes,16.2,48.3,54,Yes,Medium,25,8,C,2,64.5
S07605,28,Female,32,Kinesthetic,0,Yes,27.6,63.7,50,Yes,High,22,10,A,4,91.3
S07606,24,Female,39,Reading/Writing,4,Yes,15.9,35,74,Yes,Medium,18,4,D,1,50.9
S07607,26,Male,38,Kinesthetic,17,Yes,19.8,55.3,99,Yes,Medium,30,7,B,3,75.1
S07608,28,Female,7,Kinesthetic,13,Yes,19.2,63,56,Yes,Medium,3,9,A,4,82.2
S07609,20,Female,21,Auditory,18,Yes,24.3,38.5,96,Yes,High,19,8,C,2,62.8
S07610,29,Female,19,Visual,1,Yes,16.2,28.7,60,Yes,Medium,0,10,D,1,44.9
S07611,19,Male,45,Auditory,4,Yes,26.7,51.1,92,No,Low,9,10,B,3,77.8
S07612,26,Male,18,Visual,5,No,22.8,53.2,90,Yes,Medium,0,8,B,3,76
S07613,24,Male,13,Visual,11,Yes,28.8,63,86,Yes,Medium,14,6,A,4,91.8
S07614,22,Female,33,Auditory,3,Yes,15.6,64.4,94,Yes,Medium,21,7,A,4,80
S07615,28,Male,44,Auditory,2,Yes,15.9,68.6,54,No,Medium,29,5,A,4,84.5
S07616,28,Female,16,Auditory,5,Yes,19.2,37.8,50,No,Low,16,5,D,1,57
S07617,20,Female,9,Visual,19,No,23.1,49,71,No,High,10,10,B,3,72.1
S07618,24,Male,7,Auditory,0,No,15.3,42.7,100,Yes,High,16,5,C,2,58
S07619,22,Female,27,Auditory,11,Yes,27.6,48.3,67,Yes,High,4,5,C,2,75.9
S07620,28,Female,33,Visual,13,Yes,17.4,40.6,90,Yes,High,23,10,C,2,58
S07621,23,Male,6,Kinesthetic,2,Yes,29.7,36.4,82,Yes,High,11,8,D,1,66.1
S07622,27,Female,47,Kinesthetic,14,No,15.6,50.4,51,Yes,High,26,9,B,3,66
S07623,19,Female,11,Reading/Writing,15,No,20.1,29.4,80,Yes,Medium,2,10,D,1,49.5
S07624,25,Female,45,Auditory,8,Yes,19.2,46.9,82,Yes,Low,3,9,C,2,66.1
S07625,18,Male,17,Auditory,20,Yes,17.1,69.3,63,No,Low,27,4,A,4,86.4
S07626,28,Male,5,Visual,3,Yes,18,28,78,Yes,High,7,8,D,1,46
S07627,25,Male,26,Kinesthetic,0,Yes,22.8,37.8,85,No,Low,2,10,D,1,60.6
S07628,25,Other,7,Kinesthetic,0,No,15.9,40.6,56,Yes,High,10,6,C,2,56.5
S07629,24,Female,11,Reading/Writing,4,Yes,24.6,49,54,No,Medium,29,8,B,3,73.6
S07630,22,Female,49,Auditory,3,Yes,29.1,57.4,78,No,High,26,9,B,3,86.5
S07631,18,Female,48,Visual,15,No,19.5,63.7,66,Yes,Low,27,4,A,4,83.2
S07632,28,Female,41,Kinesthetic,17,No,15.9,54.6,62,No,High,3,5,B,3,70.5
S07633,27,Female,41,Auditory,11,No,17.1,67.2,59,Yes,High,10,6,A,4,84.3
S07634,25,Male,43,Visual,18,Yes,25.5,54.6,84,Yes,High,7,5,B,3,80.1
S07635,28,Female,27,Reading/Writing,1,Yes,25.2,54.6,65,Yes,Medium,10,7,B,3,79.8
S07636,29,Female,8,Reading/Writing,11,Yes,19.8,54.6,63,Yes,Low,25,7,B,3,74.4
S07637,25,Male,21,Visual,14,No,26.7,60.9,73,Yes,Medium,23,4,A,4,87.6
S07638,24,Female,49,Visual,5,Yes,27,41.3,73,Yes,Medium,16,6,C,2,68.3
S07639,27,Female,16,Auditory,14,Yes,17.1,38.5,91,Yes,Medium,11,7,C,2,55.6
S07640,21,Female,47,Kinesthetic,10,Yes,17.7,59.5,57,No,Medium,29,7,A,4,77.2
S07641,24,Other,36,Reading/Writing,6,Yes,26.4,63,77,Yes,Medium,19,4,A,4,89.4
S07642,22,Male,19,Reading/Writing,16,Yes,24.6,46.2,62,No,Medium,11,6,C,2,70.8
S07643,29,Male,15,Auditory,14,Yes,19.8,38.5,57,Yes,Low,14,5,C,2,58.3
S07644,24,Female,17,Auditory,19,Yes,27.6,47.6,51,Yes,Low,9,5,C,2,75.2
S07645,23,Male,37,Auditory,12,Yes,25.2,28.7,89,Yes,High,25,8,D,1,53.9
S07646,21,Female,13,Auditory,13,Yes,29.4,70,91,No,Medium,24,7,A,4,99.4
S07647,22,Other,40,Visual,16,Yes,20.7,60.2,68,Yes,Medium,29,9,A,4,80.9
S07648,24,Female,47,Kinesthetic,20,Yes,24,58.8,90,Yes,High,26,10,B,3,82.8
S07649,24,Male,42,Reading/Writing,13,Yes,18,38.5,81,No,Medium,13,7,C,2,56.5
S07650,26,Male,22,Reading/Writing,16,Yes,19.8,45.5,97,Yes,Medium,5,4,C,2,65.3
S07651,20,Female,5,Visual,7,Yes,28.5,61.6,57,Yes,Low,13,7,A,4,90.1
S07652,21,Male,32,Visual,4,Yes,17.7,51.1,59,No,Low,5,4,B,3,68.8
S07653,18,Female,13,Auditory,18,Yes,19.2,42.7,57,Yes,Low,20,9,C,2,61.9
S07654,21,Female,41,Visual,2,Yes,26.4,41.3,63,No,Medium,15,5,C,2,67.7
S07655,18,Female,49,Visual,15,Yes,18.3,65.8,90,Yes,Medium,2,6,A,4,84.1
S07656,28,Male,40,Kinesthetic,8,No,28.5,37.8,52,Yes,Medium,10,4,D,1,66.3
S07657,22,Male,32,Reading/Writing,18,Yes,21.3,68.6,92,Yes,Low,4,7,A,4,89.9
S07658,23,Female,46,Kinesthetic,9,No,18.6,30.1,59,Yes,Low,0,9,D,1,48.7
S07659,22,Male,37,Visual,20,Yes,23.7,41.3,84,No,High,21,10,C,2,65
S07660,27,Female,28,Reading/Writing,18,Yes,16.2,49.7,85,Yes,Medium,3,9,B,3,65.9
S07661,21,Male,34,Kinesthetic,15,Yes,20.7,36.4,61,Yes,Medium,23,7,D,1,57.1
S07662,22,Female,13,Auditory,6,No,18,45.5,79,Yes,Low,10,6,C,2,63.5
S07663,20,Female,5,Reading/Writing,6,Yes,24,64.4,52,Yes,Low,19,4,A,4,88.4
S07664,24,Female,20,Kinesthetic,1,Yes,21.9,61.6,86,Yes,Medium,22,8,A,4,83.5
S07665,18,Female,8,Kinesthetic,2,Yes,28.5,42.7,90,No,Low,16,7,C,2,71.2
S07666,23,Male,12,Visual,3,Yes,27.9,48.3,72,Yes,Low,27,7,C,2,76.2
S07667,18,Male,43,Kinesthetic,5,Yes,21,62.3,56,Yes,Medium,12,4,A,4,83.3
S07668,28,Female,19,Reading/Writing,20,No,27,62.3,62,No,Medium,2,6,A,4,89.3
S07669,28,Female,42,Kinesthetic,20,No,22.2,60.2,99,No,Medium,4,10,A,4,82.4
S07670,24,Male,8,Auditory,19,No,28.5,63.7,90,Yes,Low,4,7,A,4,92.2
S07671,20,Male,6,Kinesthetic,13,No,21,47.6,68,No,Low,26,10,C,2,68.6
S07672,26,Female,45,Auditory,1,Yes,16.5,68.6,95,Yes,Low,8,9,A,4,85.1
S07673,20,Male,46,Kinesthetic,16,Yes,30,49,53,Yes,Medium,17,4,B,3,79
S07674,28,Female,30,Kinesthetic,15,Yes,16.8,55.3,97,Yes,Low,13,10,B,3,72.1
S07675,23,Female,18,Visual,10,Yes,25.2,40.6,89,No,Medium,11,8,C,2,65.8
S07676,29,Male,9,Kinesthetic,19,Yes,22.5,30.8,72,No,Low,5,8,D,1,53.3
S07677,20,Female,47,Auditory,19,Yes,23.4,40.6,75,No,Low,20,5,C,2,64
S07678,19,Other,35,Kinesthetic,18,Yes,23.7,39.9,69,No,High,6,7,C,2,63.6
S07679,22,Male,40,Kinesthetic,2,Yes,30,40.6,61,Yes,Low,17,9,C,2,70.6
S07680,25,Female,14,Reading/Writing,19,Yes,26.7,65.8,71,Yes,Low,25,9,A,4,92.5
S07681,19,Male,14,Reading/Writing,12,No,29.7,58.1,83,Yes,Medium,6,8,B,3,87.8
S07682,19,Female,5,Reading/Writing,3,No,28.5,42,90,Yes,Medium,18,10,C,2,70.5
S07683,29,Female,25,Auditory,0,No,19.2,39.9,69,Yes,Medium,10,9,C,2,59.1
S07684,21,Female,29,Visual,7,Yes,17.1,44.8,66,No,Low,13,10,C,2,61.9
S07685,21,Female,7,Reading/Writing,2,No,19.8,49.7,50,No,High,15,8,B,3,69.5
S07686,26,Female,39,Reading/Writing,4,Yes,23.7,53.2,56,No,Low,1,8,B,3,76.9
S07687,29,Female,31,Reading/Writing,6,Yes,19.2,44.1,99,Yes,Low,7,7,C,2,63.3
S07688,22,Female,29,Visual,3,No,21.6,67.2,51,Yes,High,30,6,A,4,88.8
S07689,23,Male,21,Visual,4,No,15.9,47.6,92,Yes,Medium,3,9,C,2,63.5
S07690,21,Male,45,Auditory,20,Yes,18.6,70,85,No,Medium,0,4,A,4,88.6
S07691,21,Male,24,Visual,18,Yes,30,65.8,91,Yes,Medium,2,7,A,4,95.8
S07692,28,Male,44,Visual,18,Yes,20.1,46.2,50,Yes,Medium,3,7,C,2,66.3
S07693,21,Female,16,Kinesthetic,17,Yes,17.7,32.2,74,Yes,High,2,5,D,1,49.9
S07694,23,Male,18,Reading/Writing,17,Yes,21,49,88,Yes,Medium,26,7,B,3,70
S07695,20,Male,36,Reading/Writing,20,Yes,21.9,38.5,96,Yes,High,19,7,C,2,60.4
S07696,29,Female,19,Reading/Writing,4,Yes,29.4,51.1,96,Yes,Low,22,4,B,3,80.5
S07697,19,Female,21,Reading/Writing,10,No,27.9,60.2,98,Yes,Medium,14,5,A,4,88.1
S07698,21,Female,38,Reading/Writing,16,No,15.3,38.5,65,No,Medium,27,4,C,2,53.8
S07699,23,Female,23,Visual,9,No,19.5,65.1,52,Yes,Medium,14,5,A,4,84.6
S07700,19,Female,36,Visual,18,Yes,22.8,40.6,68,Yes,Low,19,10,C,2,63.4
S07701,26,Female,23,Reading/Writing,20,No,19.2,51.1,95,Yes,Medium,22,9,B,3,70.3
S07702,19,Male,11,Reading/Writing,5,Yes,24.3,36.4,77,No,Low,19,6,D,1,60.7
S07703,25,Female,35,Kinesthetic,10,No,27.3,38.5,82,No,Medium,4,10,C,2,65.8
S07704,20,Male,34,Reading/Writing,12,Yes,18.9,51.1,78,Yes,Low,27,7,B,3,70
S07705,22,Male,40,Auditory,16,Yes,16.8,40.6,67,No,Medium,12,9,C,2,57.4
S07706,22,Male,11,Reading/Writing,15,No,21.9,46.9,74,Yes,Low,18,8,C,2,68.8
S07707,22,Male,10,Kinesthetic,0,Yes,19.8,41.3,56,No,Medium,23,5,C,2,61.1
S07708,21,Female,26,Reading/Writing,20,Yes,23.1,51.8,69,Yes,Low,12,6,B,3,74.9
S07709,26,Female,49,Visual,0,Yes,21.6,43.4,94,Yes,Medium,10,9,C,2,65
S07710,23,Female,13,Auditory,0,No,17.1,56.7,55,Yes,Medium,28,7,B,3,73.8
S07711,27,Male,15,Reading/Writing,9,Yes,24,54.6,80,Yes,Medium,0,9,B,3,78.6
S07712,28,Female,41,Kinesthetic,19,Yes,25.8,34.3,61,No,Low,27,9,D,1,60.1
S07713,20,Female,43,Auditory,7,Yes,21.3,58.1,99,No,Low,30,7,B,3,79.4
S07714,27,Male,32,Auditory,18,Yes,21.6,67.9,56,Yes,Medium,12,8,A,4,89.5
S07715,26,Male,35,Reading/Writing,7,Yes,21.6,62.3,60,Yes,High,24,8,A,4,83.9
S07716,18,Female,12,Reading/Writing,20,No,24.3,30.8,59,No,Low,27,6,D,1,55.1
S07717,26,Female,40,Kinesthetic,19,No,20.4,63,73,Yes,Low,10,6,A,4,83.4
S07718,22,Male,33,Reading/Writing,11,No,26.1,35,94,No,Low,1,8,D,1,61.1
S07719,22,Male,15,Reading/Writing,14,No,26.7,60.2,78,Yes,Medium,15,10,A,4,86.9
S07720,21,Female,5,Reading/Writing,18,No,18.9,28.7,56,No,Medium,20,5,D,1,47.6
S07721,18,Female,14,Visual,6,No,19.5,66.5,99,Yes,Low,30,10,A,4,86
S07722,21,Male,45,Visual,10,Yes,19.2,32.2,85,No,Medium,26,10,D,1,51.4
S07723,23,Female,29,Kinesthetic,19,Yes,24.3,64.4,56,No,Medium,24,10,A,4,88.7
S07724,21,Male,33,Kinesthetic,4,Yes,26.4,68.6,59,Yes,Medium,8,9,A,4,95
S07725,23,Male,44,Visual,2,Yes,27.6,39.2,98,No,Medium,19,8,C,2,66.8
S07726,27,Male,44,Auditory,9,Yes,29.1,39.9,72,Yes,Medium,27,5,C,2,69
S07727,25,Male,41,Kinesthetic,8,Yes,29.4,60.9,94,Yes,High,2,9,A,4,90.3
S07728,27,Male,38,Reading/Writing,19,Yes,15.6,67.9,66,Yes,Medium,5,6,A,4,83.5
S07729,18,Female,44,Reading/Writing,13,Yes,29.1,51.1,85,No,Low,8,9,B,3,80.2
S07730,19,Female,25,Auditory,20,Yes,21.6,65.8,96,Yes,Medium,4,8,A,4,87.4
S07731,24,Other,49,Visual,18,No,25.2,51.1,93,Yes,Medium,16,8,B,3,76.3
S07732,19,Male,47,Auditory,17,Yes,17.1,58.8,95,No,Medium,21,10,B,3,75.9
S07733,26,Female,49,Kinesthetic,14,No,18.3,39.2,76,No,Low,15,10,C,2,57.5
S07734,26,Male,9,Auditory,14,Yes,15,67.2,86,Yes,Low,16,4,A,4,82.2
S07735,19,Female,47,Reading/Writing,14,No,15.6,42.7,51,Yes,High,0,6,C,2,58.3
S07736,18,Female,49,Visual,0,No,17.4,69.3,100,Yes,Medium,19,4,A,4,86.7
S07737,26,Female,39,Auditory,4,Yes,15.3,38.5,69,Yes,Medium,10,9,C,2,53.8
S07738,21,Female,46,Auditory,20,No,27,47.6,56,No,High,13,5,C,2,74.6
S07739,26,Male,14,Visual,20,Yes,22.5,63,71,Yes,Medium,18,4,A,4,85.5
S07740,21,Female,5,Auditory,6,Yes,19.8,32.9,93,Yes,Low,8,4,D,1,52.7
S07741,25,Female,36,Visual,3,No,21.6,31.5,88,No,Medium,4,8,D,1,53.1
S07742,28,Female,18,Visual,19,No,18.9,51.8,89,No,Medium,13,9,B,3,70.7
S07743,29,Female,11,Kinesthetic,11,Yes,20.4,37.8,58,Yes,Medium,12,9,D,1,58.2
S07744,29,Male,19,Visual,11,Yes,16.2,70,61,Yes,Low,2,6,A,4,86.2
S07745,23,Other,25,Visual,16,Yes,15.3,51.8,87,No,Low,7,9,B,3,67.1
S07746,21,Male,49,Reading/Writing,13,Yes,26.4,60.9,70,No,Medium,24,6,A,4,87.3
S07747,22,Male,29,Reading/Writing,15,No,24.3,70,85,Yes,Medium,7,7,A,4,94.3
S07748,27,Male,46,Visual,6,Yes,21.6,28,67,Yes,Medium,5,8,D,1,49.6
S07749,23,Male,29,Reading/Writing,20,Yes,29.4,45.5,94,Yes,Medium,11,10,C,2,74.9
